,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Number
-5.24,3.59,-14.78,-14.94,-5.95,-0.29,16.09,-137.63,156.33,-3.67,208.32,10.8,275.78,380.21,345.4,0,6,2
-4.31,1.33,-14.41,-14.65,-3.55,-0.86,15.1,-138.82,155.8,0.97,208.67,10.41,289.47,385.1,353.23,0,6,2
-2.62,3.78,-14.05,-13.93,-4.6,1.86,14.78,-156.32,159.84,9.84,223.79,10.58,313.03,387.43,362.63,0,6,2
0.78,4.14,-8.36,-7.9,-2.95,4.08,9.37,-168.9,158.1,10.08,231.57,11.35,337.34,397.37,377.36,0,6,2
-0.77,10.83,-6.69,-5.9,-9.32,6.4,12.75,-151.31,151.81,-10.53,214.6,11.6,316.7,389.89,365.5,0,6,2
-7.55,6.23,-7.11,-7.4,-9.43,-1.67,12.1,-136.28,158.96,-14.4,209.87,11.25,307.59,371.59,350.26,0,6,2
-9.21,10.66,-11.47,-11.56,-14.01,0.06,18.16,-136.88,161.62,-0.02,211.79,10.51,308.39,373.28,351.65,0,6,2
-10.1,14.69,-6.88,-6.8,-17.82,1.02,19.1,-136.9,151.98,-2.26,204.56,10.27,307.89,388.01,361.3,0,6,2
-8.15,11.71,-3.6,-3.57,-14.27,0.49,14.72,-135.51,145.03,-9.43,198.71,10.78,295.68,393.41,360.84,0,6,2
-9.81,10.4,-2.43,-2.69,-14.14,-1.76,14.5,-136.05,151.59,-2.73,203.71,11.35,277.29,382.65,347.53,0,6,2
-8.38,11.84,1.23,1.21,-14.5,-0.26,14.55,-125.8,152.66,-12.75,198.22,11.03,275.57,379.82,345.07,0,6,2
-6.4,10.36,-1.38,-1.28,-12.16,0.86,12.26,-128.47,145.14,-17.81,194.64,11.36,287.23,391.63,356.83,0,6,2
-5.99,7.55,-1.28,-1.35,-9.62,-0.42,9.72,-128.88,148.81,-6.74,196.97,11.34,294.83,402.62,366.69,0,6,2
-9.25,7.18,0.14,-0.32,-11.18,-3.46,11.71,-125.91,157.44,-11.26,201.91,11.55,288.52,399.97,362.82,0,6,2
-10.52,8.81,-1.64,-2.1,-13.24,-3.34,13.82,-123.85,162.62,-18,205.2,11.86,277.47,386.46,350.13,0,6,2
-7.62,8.14,-4.25,-4.42,-11.03,-1.02,11.93,-125.46,163.71,3.15,206.28,11.7,277.67,375.75,343.06,0,6,2
-9.18,11.03,-3.2,-3.34,-14.3,-0.78,14.71,-129.57,162.2,-1.45,207.6,12.11,286.13,374.66,345.15,0,6,2
-8.68,10.96,-5.21,-5.27,-13.96,-0.15,14.92,-132.65,165.08,4.16,211.81,11.86,284.07,371.86,342.59,0,6,2
-9,11.55,-3.85,-3.92,-14.62,-0.26,15.14,-126.57,170.85,7.15,212.74,11.66,272.87,372.74,339.45,0,6,2
-8.75,12.49,-7.53,-7.47,-15.25,0.96,17.01,-116.99,177.22,13.96,212.81,11.66,265.56,372.55,336.89,0,6,2
-9.7,15.22,-6.07,-5.92,-18.04,1.55,19.05,-110.48,175.51,24.2,208.79,11.22,266.06,368.75,334.52,0,6,2
4.5,8.63,-4.81,-4.54,-9.47,2.76,10.86,-24.41,-42.03,-26.23,55.24,18.74,169.96,223.2,205.45,0,7,2
4.81,10.22,-4.13,-3.87,-11.08,2.61,12.03,-28.06,-32.2,-19.01,46.75,18.41,165.28,224.85,204.99,0,7,2
4.22,12.36,-4.04,-3.9,-13.02,1.52,13.67,-32.57,-26.21,-15.33,44.54,17.99,162.89,226.49,205.29,0,7,2
3.75,13.21,-3.78,-3.71,-13.72,0.83,14.24,-37.68,-28.29,-19.21,50.89,17.6,162.03,225.04,204.03,0,7,2
4.37,12.93,-4.81,-4.66,-13.61,1.61,14.47,-39.56,-33.1,-26.01,57.77,17.79,152.06,213.65,193.12,0,7,2
5.5,18.48,-7.32,-7.18,-19.26,1.62,20.62,-42.73,-31.16,-27.12,59.43,16.55,151.41,209.56,190.18,0,7,2
6.79,24.15,-6.28,-6.17,-25.08,1.39,25.86,-41.72,-29.82,-24.36,56.78,15.5,150.19,199.83,183.28,0,7,2
7.21,26.76,-4.77,-4.69,-27.71,1.01,28.12,-39.49,-31.22,-16.12,52.85,15.38,145.63,190.02,175.22,0,7,2
7.79,27.13,-3.91,-3.78,-28.21,1.39,28.49,-40.08,-34.21,-9.99,53.63,15.63,142.19,188.48,173.05,0,7,2
9.22,27.21,-7.68,-7.39,-28.63,3.15,29.74,-40.09,-40.14,-22.55,61.05,15.65,142.65,187.44,172.51,0,7,2
8.6,27.74,-9.25,-9.03,-28.99,2.59,30.48,-38.81,-45.84,-32.38,68.23,15.14,150.98,191.39,177.92,0,7,2
8.72,27.38,-8.92,-8.68,-28.68,2.75,30.09,-37.16,-48.57,-39.33,72.71,15.11,155.13,192.52,180.05,0,7,2
8.58,26.23,-8.39,-8.13,-27.53,2.85,28.85,-31.9,-48.34,-41.5,71.25,15.39,156.53,200.19,185.63,0,7,2
7.46,22.38,-7.27,-7.04,-23.52,2.57,24.68,-25.45,-43.25,-42.88,66.01,16.57,154.26,205.43,188.37,0,7,2
5.67,17.61,-4.34,-4.19,-18.46,1.69,19.01,-22.77,-33.56,-43.23,59.28,18.6,148.81,199.56,182.64,0,7,2
3.87,13.1,-1.59,-1.52,-13.65,0.75,13.75,-24.82,-25.21,-35.15,49.87,19.93,146.16,193.41,177.66,0,7,2
3.14,10.82,-0.67,-0.62,-11.26,0.5,11.29,-25.98,-25.21,-29.06,46.43,20.53,146.55,192.48,177.17,0,7,2
3.53,11.65,-1.6,-1.53,-12.16,0.77,12.28,-27.52,-24.55,-22.84,43.38,20.39,145.58,192.43,176.81,0,7,2
3.87,14.13,-1.74,-1.7,-14.65,0.51,14.76,-28.93,-25.11,-19.02,42.77,19.57,145.49,199.34,181.39,0,7,2
4.67,17.55,-1.84,-1.8,-18.16,0.47,18.25,-29.22,-29.18,-19.01,45.46,18.6,146.17,205.54,185.75,0,7,2
5.95,17.98,-3.39,-3.22,-18.89,1.77,19.24,-29.36,-33.95,-19.1,48.78,18.06,145.25,203.97,184.39,0,7,3
6.14,18.54,-3.89,-3.71,-19.48,1.87,19.92,-31.53,-34.08,-13.77,48.42,18.03,142.42,201.78,181.99,0,7,3
6.44,18.8,-4.44,-4.24,-19.8,2.16,20.36,-30.37,-36.08,-11.91,48.64,18.17,144.7,198.88,180.82,0,7,3
7.7,19.57,-3.6,-3.29,-20.85,3.1,21.33,-28.46,-37.81,-9.16,48.2,17.85,144.56,202.19,182.98,0,7,3
8.43,20.46,-3,-2.64,-21.9,3.53,22.34,-27.15,-37.51,-7.36,46.89,17.61,143.89,203.45,183.6,0,7,3
8.58,20.74,-1.73,-1.37,-22.2,3.46,22.51,-26.82,-37.82,-7.96,47.04,17.29,145.21,204.01,184.41,0,7,3
8.46,20.98,-3.05,-2.69,-22.41,3.44,22.83,-27.3,-39.19,-10.58,48.92,16.67,148.75,208.16,188.36,0,7,3
8.41,21.11,-3.95,-3.6,-22.52,3.45,23.07,-28.06,-37.17,-13.31,48.44,16.29,152.77,212.92,192.87,0,7,3
8.28,21,-4.94,-4.59,-22.38,3.46,23.11,-27.61,-36.54,-12.01,47.34,16.08,155.72,217.86,197.15,0,7,3
8.3,21.65,-6.73,-6.39,-23.02,3.51,24.15,-26.82,-35.71,-10.28,45.83,15.88,157.92,221.94,200.6,0,7,3
8.95,23.16,-6.36,-6,-24.64,3.73,25.63,-26.19,-33.7,-8.21,43.47,15.76,160.94,226.18,204.43,0,7,3
9.07,24.49,-4.93,-4.6,-25.96,3.38,26.58,-25.9,-33.5,-8.33,43.16,15.7,161.93,227.86,205.88,0,7,3
8.76,25.29,-5.61,-5.33,-26.66,2.97,27.35,-26.63,-36.51,-12.21,46.81,15.6,160.74,226.12,204.33,0,7,3
8.61,26.46,-5.62,-5.38,-27.75,2.54,28.38,-29.2,-39.36,-17.42,52.01,15.43,162.32,224.46,203.74,0,7,3
7.99,27.68,-5.73,-5.58,-28.79,1.66,29.37,-31.36,-43.89,-22.95,58.62,15.47,158.41,216.49,197.13,0,7,3
7.44,28.29,-4.46,-4.4,-29.25,0.85,29.59,-31.6,-45.41,-27.23,61.66,15.63,156.37,206.06,189.5,0,7,3
6.99,28.65,-5.39,-5.38,-29.49,0.42,29.98,-31.86,-44.55,-30.99,62.92,15.59,155.22,198.67,184.19,0,7,3
6.39,27.47,-5.77,-5.78,-28.2,0.17,28.79,-31.93,-43.7,-34.25,64.05,15.67,155.18,196.78,182.92,0,7,3
5.82,24.99,-7.43,-7.43,-25.66,0.39,26.72,-31.25,-43.36,-37.93,65.54,16.31,155.39,197.31,183.34,0,7,3
5.44,23.12,-6.99,-6.99,-23.74,0.43,24.75,-30.73,-41,-43.95,67.51,17.37,151.61,194.24,180.03,0,7,3
5.91,21.86,-5.45,-5.37,-22.64,1.03,23.29,-27.85,-35.52,-48.17,66.01,18.17,143.78,188.67,173.7,0,7,3
5.76,19.35,-1.29,-1.19,-20.17,1.04,20.23,-27.22,-28.83,-46.46,61.08,18.86,136.09,184.07,168.08,0,7,3
5.95,18.14,-0.94,-0.79,-19.04,1.47,19.12,-26.58,-25.64,-40.19,54.58,19.07,134.97,182.18,166.44,0,7,3
5.18,17.85,-1.6,-1.51,-18.57,0.87,18.65,-26.5,-24.86,-33.6,49.49,19.07,137.16,182.39,167.31,0,7,3
4.73,17.44,-1.96,-1.91,-18.07,0.58,18.18,-27.87,-24.49,-28.7,46.91,19.14,137.1,182.51,167.37,0,7,3
4.84,17.06,-2.98,-2.9,-17.73,0.88,17.98,-28.61,-26.43,-23.76,45.62,19.01,136.54,181.96,166.82,0,7,3
5.24,16.72,-4.25,-4.11,-17.5,1.49,18.03,-29.54,-28.47,-20.78,45.98,19,141.41,189.06,173.18,0,7,3
5.71,16.45,-3.93,-3.74,-17.34,1.97,17.85,-27.31,-32.15,-22.03,47.59,19.27,143.8,193.68,177.05,0,7,3
6.25,14.46,-4.23,-3.93,-15.54,3.01,16.31,-22.63,-34.92,-23.44,47.76,19.45,144.83,195.16,178.38,0,7,3
5.31,12.38,-3.55,-3.3,-13.3,2.53,13.93,-19.04,-35.11,-24.34,46.77,19.67,145.88,196.15,179.4,0,7,3
4.79,10.97,-1.85,-1.62,-11.81,2.18,12.11,-18.54,-33.2,-24.76,45.38,20.11,147.79,198.96,181.9,0,7,8
3.89,10.03,-1.31,-1.16,-10.68,1.49,10.84,-19.58,-30.9,-22.5,42.95,20.43,151.71,203.49,186.23,0,7,8
3.43,8.96,-1.32,-1.19,-9.53,1.3,9.69,-22.5,-28.95,-20.96,42.24,20.45,157,206.57,190.04,0,7,8
2.81,8.77,-1.22,-1.14,-9.19,0.73,9.29,-25.94,-29.9,-18.92,43.88,20.17,161.78,211.77,195.1,0,7,8
2.35,8.56,-0.88,-0.85,-8.87,0.3,8.92,-28.7,-32.42,-17.79,46.81,20.14,164.43,214.38,197.73,0,7,8
2.2,8.91,-0.62,-0.62,-9.17,0.05,9.19,-29.87,-35.84,-18.92,50.35,20.22,164.32,215.13,198.19,0,7,8
2.12,10.24,-0.48,-0.52,-10.45,-0.36,10.47,-29.77,-39.59,-21.65,54.06,19.91,162.56,215.27,197.7,0,7,8
3.65,13.7,-3.62,-3.58,-14.17,0.62,14.63,-30.01,-41.29,-22.82,55.91,19.11,162.3,212.98,196.09,0,7,8
4.27,16.1,-5.3,-5.25,-16.66,0.82,17.48,-30.98,-36.89,-17.43,51.23,17.79,169.4,220.34,203.36,0,7,8
4.47,9.74,-6.86,-6.61,-10.54,2.71,12.73,-29.01,-34.93,-21.09,50.06,18.76,167.15,217.57,200.77,0,7,8
3.36,11.11,-3.4,-3.32,-11.6,0.93,12.1,-27.28,-34.2,-28.23,52.06,18.37,170.56,220.15,203.62,0,7,8
2.73,10.21,-2.79,-2.75,-10.56,0.48,10.93,-27.88,-33.73,-30.59,53.4,17.37,176.08,225.11,208.77,0,7,8
1.62,8.17,-2.74,-2.77,-8.32,-0.11,8.77,-29.9,-33.66,-28.15,53.1,17.72,175.23,223.28,207.26,0,7,8
1.04,7.7,-3.28,-3.36,-7.72,-0.5,8.43,-30.86,-33.53,-28.39,53.69,17.9,175.15,221.09,205.78,0,7,8
0.72,7.52,-3.6,-3.7,-7.47,-0.73,8.37,-29.54,-34.06,-28.46,53.32,18.04,174.56,221.83,206.07,0,7,8
1.27,6.79,-3.97,-3.99,-6.9,0.03,7.97,-26.79,-33.91,-29.71,52.45,18.26,176.65,220.71,206.03,0,7,8
1.03,6.45,-3.31,-3.35,-6.51,-0.19,7.32,-24.2,-33.09,-28.09,49.69,18.42,176.04,220.18,205.47,0,7,3
0.45,7,-2.42,-2.54,-6.9,-0.99,7.42,-23.95,-33.02,-24.19,47.43,18.46,173.9,220.06,204.67,0,7,3
0.36,6.73,-1.61,-1.74,-6.62,-1.09,6.93,-27.26,-33.69,-20.6,47.98,18.34,174.43,219.26,204.32,0,7,3
0.14,7.03,-1.09,-1.25,-6.86,-1.44,7.12,-32.79,-33.35,-17.83,50.06,18.06,177.18,219.17,205.17,0,7,3
-0.6,7.39,-1.11,-1.36,-7.02,-2.23,7.49,-36.39,-36.71,-18.89,55.04,18.32,178.72,219.71,206.05,0,7,3
-0.04,7.04,-2.06,-2.23,-6.82,-1.51,7.33,-36.97,-42.01,-20.65,59.66,18.38,175.77,219.23,204.74,0,7,3
0.86,6.58,-3.19,-3.25,-6.59,-0.41,7.36,-32.61,-45.69,-21.98,60.28,18.43,171.79,217.66,202.37,0,7,3
2.27,6.95,-3.35,-3.27,-7.29,0.88,8.04,-25.92,-47.64,-19.52,57.64,18.69,171.2,216.36,201.31,0,7,3
2.95,7.65,-3.17,-3.05,-8.14,1.35,8.79,-23.33,-47.95,-12.12,54.69,19.16,173.81,217.01,202.61,0,7,3
1.85,8.35,-2.18,-2.19,-8.55,0.02,8.83,-29.42,-45.36,-5.33,54.33,19.77,174.48,219.22,204.3,0,7,3
0.25,8.24,-2.46,-2.63,-8.05,-1.47,8.6,-37.15,-48.45,-9.1,61.73,20.18,172.46,215.86,201.39,0,7,3
0.09,7.11,-4.09,-4.24,-6.92,-1.18,8.2,-41.85,-52.62,-11.75,68.25,20.2,168.78,214.94,199.56,0,7,3
1.57,9.81,-6.69,-6.75,-9.9,-0.11,11.98,-41.16,-48.65,-10.84,64.65,19.08,160.59,213.83,196.08,0,7,3
3.8,15.18,-7.82,-7.77,-15.65,0.87,17.5,-37.91,-39.5,-6.8,55.18,17.78,151.71,209.7,190.37,0,7,3
5.39,20.46,-8.73,-8.65,-21.16,1.23,22.89,-35.79,-34.47,-4.05,49.85,16.97,148.25,204.97,186.06,0,7,3
7.67,24.16,-10.5,-10.26,-25.3,2.74,27.44,-34.46,-36.23,-8.51,50.72,15.67,150.17,204.47,186.37,0,7,3
8.65,24.49,-11.07,-10.74,-25.85,3.67,28.23,-29.74,-35.91,-11.36,47.99,15.39,149.42,199.71,182.94,0,7,3
8.95,23.78,-11.08,-10.69,-25.24,4.13,27.72,-28.67,-37.18,-13.72,48.92,16.11,142.27,190.36,174.33,0,7,8
9.39,25.69,-8.96,-8.6,-27.2,3.87,28.78,-28.91,-39.77,-13.38,50.96,16.68,136.08,184.14,168.12,0,7,8
8.76,25.99,-7.39,-7.11,-27.34,3.02,28.41,-30.04,-40.15,-15.31,52.43,16.61,136.67,186.64,169.98,0,7,8
8.28,26.46,-7.37,-7.15,-27.68,2.44,28.69,-31.84,-39.83,-25.41,56.98,16.26,142.43,195.48,177.8,0,7,8
7.68,24.34,-8.08,-7.86,-25.47,2.45,26.77,-31.14,-45.87,-40.14,68.45,16.29,146.56,202.16,183.63,0,7,8
6.22,19.4,-8.84,-8.64,-20.33,2.3,22.21,-27.89,-46.66,-42.66,69.1,17.45,148.64,204.4,185.81,0,7,8
4.61,13.77,-6.47,-6.31,-14.47,1.84,15.89,-28.16,-44.55,-41.64,67.17,18.45,151.88,204.12,186.71,0,7,8
3.35,10.5,-5.97,-5.86,-11,1.36,12.53,-28.65,-43.65,-37.06,64.03,18.76,156.91,206.29,189.83,0,7,8
2.95,8.88,-4.55,-4.44,-9.33,1.21,10.4,-27.75,-42.87,-31.28,59.89,18.85,161.15,209.24,193.21,0,7,8
2.45,7.58,-4.22,-4.13,-7.95,1,9.01,-26.55,-40.91,-26.55,55.53,19.19,163.95,209.88,194.57,0,7,8
1.71,7.67,-2.45,-2.45,-7.86,0.07,8.23,-26.12,-40.95,-21.6,53.16,19.42,168.36,210,196.12,0,7,8
1.44,7.32,-2.24,-2.27,-7.46,-0.12,7.79,-26.79,-42.08,-18.48,53.2,19.64,170.35,209.6,196.51,0,7,8
1.16,7.51,-1.84,-1.9,-7.57,-0.48,7.82,-29.1,-41.6,-17.49,53.7,19.08,170.01,213.2,198.81,0,7,8
1.03,7.46,-1.48,-1.55,-7.49,-0.64,7.67,-31.32,-41.1,-18.71,54.96,18.39,173.36,217.55,202.82,0,7,8
0.13,7.62,-1.33,-1.5,-7.43,-1.55,7.74,-32.71,-40.57,-20.51,56,18.21,179.24,220.59,206.81,0,7,8
0.1,7.71,-1.72,-1.9,-7.51,-1.57,7.9,-33.19,-40.47,-21.79,56.7,18.51,181.74,221.89,208.51,0,7,8
0.12,7.46,-1.95,-2.12,-7.27,-1.46,7.71,-32.65,-42.8,-22.97,58.53,18.59,179.02,221.38,207.26,0,7,8
0.43,8.8,-2.43,-2.6,-8.64,-1.43,9.14,-32.98,-41.79,-20.33,56.99,18.1,180.31,224.19,209.56,0,7,4
-0.12,8.92,-1.75,-1.98,-8.63,-2.06,9.09,-33.49,-42.15,-18.01,56.76,18.55,178.7,221.46,207.21,0,7,4
-1.29,9.38,-0.49,-0.87,-8.79,-3.44,9.48,-32.24,-43.14,-17.8,56.72,19.07,176.33,217.66,203.88,0,7,4
-0.9,9.09,-0.06,-0.39,-8.6,-3.03,9.13,-30.42,-44.05,-20.51,57.32,19.23,173.26,215.38,201.34,0,7,4
-0.21,8.97,-0.89,-1.14,-8.65,-2.25,9.01,-30.12,-44.67,-25.12,59.44,19.36,168.26,211.8,197.29,0,7,4
0.26,7.89,-0.91,-1.08,-7.73,-1.53,7.95,-31.1,-44.51,-28.42,61.29,19.73,163.13,204.27,190.56,0,7,4
0.59,8.47,-1.97,-2.12,-8.36,-1.24,8.72,-32.13,-43.47,-27.47,60.64,19.54,163.61,204.34,190.76,0,7,4
1.38,8.74,-2.35,-2.42,-8.82,-0.5,9.16,-32.25,-43.34,-25.51,59.74,19.45,162.47,205.29,191.02,0,7,4
1.82,9.85,-2.63,-2.68,-10,-0.32,10.35,-32.09,-42.68,-25.71,59.26,19.31,163.78,208.58,193.64,0,7,4
2.59,8.36,-3.33,-3.25,-8.73,0.86,9.36,-31.78,-41.87,-27.74,59.44,19.53,166.12,212.32,196.92,0,7,4
2.44,9.97,-3.02,-3.01,-10.27,0.3,10.7,-30.67,-42.21,-29.41,59.9,19.98,166.32,215.24,198.93,0,7,4
1.37,9.79,-2.64,-2.74,-9.83,-0.73,10.23,-28.56,-43.54,-29.71,59.95,19.6,166.29,219.75,201.93,0,7,4
1.33,10.37,-3.64,-3.75,-10.39,-0.8,11.07,-28.33,-44.5,-29.83,60.6,19.78,166.68,218.31,201.1,0,7,4
1.15,10.46,-2.68,-2.81,-10.43,-1.1,10.86,-27.35,-44.83,-25.71,58.47,19.59,163.02,217.95,199.64,0,7,4
0.82,10.25,-2.68,-2.84,-10.15,-1.37,10.63,-25.76,-45.26,-21.96,56.51,19.46,158.88,215.24,196.45,0,7,4
1.34,10.9,-3.29,-3.41,-10.9,-0.96,11.46,-22.28,-45.32,-20.75,54.59,19.57,155.45,210.39,192.07,0,7,2
1.62,10.32,-4.08,-4.16,-10.41,-0.46,11.22,-17.83,-44.92,-19.89,52.26,19.59,152.23,206.21,188.22,0,7,2
0.78,9.21,-3.48,-3.62,-9.13,-1.08,9.88,-17.47,-45.44,-17.06,51.58,19.16,151.22,204.2,186.54,0,7,2
0.74,11.38,-6.16,-6.34,-11.22,-1.34,12.96,-21.29,-45.97,-17.15,53.48,18.24,158.61,211.02,193.55,0,7,2
1.61,10.78,-8.57,-8.63,-10.85,-0.1,13.87,-25.46,-46.37,-20.37,56.69,17.83,162.88,216.52,198.64,0,7,2
1.77,9.23,-7.63,-7.64,-9.39,0.33,12.11,-27.84,-44.8,-22.15,57.2,17.89,166.37,219.49,201.78,0,7,2
1.68,9.56,-6.95,-6.98,-9.68,0.09,11.94,-29.18,-41.6,-22.89,55.73,18.24,170.5,222.61,205.24,0,7,2
2.15,9.84,-6.11,-6.11,-10.07,0.38,11.78,-30.01,-39.08,-23.62,54.65,18.69,172.92,225.73,208.13,0,7,2
2.36,9.14,-4.29,-4.25,-9.44,0.56,10.37,-28.95,-38.73,-21.4,52.88,18.97,171.73,224.47,206.89,0,7,2
2.22,8.92,-3.21,-3.19,-9.19,0.36,9.74,-29.06,-36.74,-19.66,50.8,18.7,172.43,222.73,205.96,0,7,2
2.25,8.95,-3.47,-3.44,-9.23,0.41,9.86,-28.06,-33.25,-16.99,46.71,18.54,171.09,219.93,203.65,0,7,2
1.85,9.08,-3.91,-3.93,-9.26,0.04,10.06,-27,-28.77,-15.98,42.57,18.55,174.85,221.29,205.81,0,7,2
2.07,9.42,-3.63,-3.64,-9.65,0.14,10.31,-26.69,-25.66,-17.69,41.03,18.68,179.19,225.58,210.12,0,7,2
2.06,9.48,-4.12,-4.12,-9.7,0.17,10.54,-26.72,-24.7,-21.13,42.08,18.98,178.42,227.67,211.26,0,7,2
2.35,8.3,-3.22,-3.17,-8.62,0.63,9.21,-26.83,-24.11,-23.85,43.24,19.36,177.43,226.37,210.06,0,7,2
1.88,7.77,-2.71,-2.7,-7.99,0.25,8.44,-30.95,-28.98,-19.19,46.54,18.58,171.75,229.35,210.15,0,7,2
1.92,8.33,-2.09,-2.09,-8.55,0.09,8.8,-31.97,-29.18,-15.86,46.1,18.85,163.83,223.29,203.47,0,7,2
1.71,10.05,-2.55,-2.61,-10.16,-0.47,10.5,-32.09,-27.02,-14.29,44.32,18.94,159.33,220,199.78,0,7,2
1.3,11.3,-3.7,-3.84,-11.28,-1.04,11.96,-32.16,-28.48,-16.33,45.96,18.63,156.87,218.49,197.95,0,7,2
1.71,13.17,-3.72,-3.86,-13.2,-1.09,13.79,-31.35,-34.08,-20.88,50.8,18.58,152.63,212.59,192.6,0,7,2
2.48,14.3,-3.17,-3.26,-14.48,-0.67,14.86,-30.25,-37.04,-20.75,52.13,18.76,147.46,206.98,187.14,0,7,2
14.66,-6.35,40.45,41.61,12.62,-1.14,43.49,-5.38,5.01,17.88,19.33,0.42,1293.35,1625.58,1514.84,0,8,2
15.07,-6.5,40.21,41.45,12.95,-0.81,43.43,-5.28,12.79,12.63,18.73,0.51,1086.66,1385.75,1286.05,0,8,2
15.05,-6.55,40.27,41.49,12.99,-0.86,43.48,-4.82,19.39,7.83,21.46,0.6,900.44,1165.47,1077.12,0,8,2
15.05,-6.57,40.28,41.5,13,-0.88,43.5,-0.18,12.79,8.76,15.5,0.55,979.19,1204.58,1129.45,0,8,2
15.01,-6.52,40.63,41.84,12.95,-0.98,43.81,2.79,16.73,10.28,19.83,0.46,1168.25,1392.89,1318.01,0,8,2
15.25,-6.32,40.61,41.9,12.88,-0.68,43.84,-0.27,13.79,10.12,17.11,0.4,1361.89,1614.43,1530.25,0,8,2
15.24,-6.59,40.51,41.76,13.12,-0.78,43.78,-2.83,1.17,7.11,7.74,0.37,1515.04,1796.24,1702.51,0,8,2
15.19,-7.08,40.51,41.69,13.51,-1.06,43.84,5.15,3.13,2.38,6.48,0.34,1588.79,1897.54,1794.62,0,8,2
15.09,-7,40.46,41.63,13.4,-1.09,43.75,12.75,2.03,5.66,14.09,0.36,1536.76,1903.71,1781.4,0,8,2
15.32,-7.3,40.27,41.46,13.78,-0.98,43.7,6.3,6.39,8.39,12.28,0.37,1485.45,1893.06,1757.19,0,8,2
15.41,-7.47,40.3,41.49,13.96,-0.99,43.79,0.62,0.84,-1.62,1.93,0.33,1660.85,2138.61,1979.36,0,8,2
15.37,-7.61,40.3,41.46,14.07,-1.09,43.8,1.26,-3.28,-7.37,8.17,0.33,1646.44,2134.61,1971.88,0,8,2
15.61,-7.88,40.21,41.4,14.42,-0.99,43.85,6.09,-2.04,1.79,6.67,0.39,1388,1787.99,1654.66,0,8,2
15.61,-8.09,39.95,41.12,14.6,-1.02,43.65,10.48,-7.9,9.71,16.33,0.39,1386.23,1712.5,1603.74,0,8,2
15.43,-8.18,40.1,41.21,14.6,-1.25,43.74,6.47,-8.54,-4.06,11.46,0.35,1476.07,1866.6,1736.43,0,8,2
15.78,-7.95,40.01,41.23,14.56,-0.83,43.73,9.01,-2.49,0.68,9.37,0.36,1472.83,1842.64,1719.37,0,8,2
15.87,-8.11,39.83,41.06,14.75,-0.79,43.64,11.79,-3.87,8.54,15.06,0.41,1352.39,1645.17,1547.58,0,8,2
15.8,-8.09,39.81,41.02,14.7,-0.83,43.59,12.33,-1.75,8.74,15.21,0.45,1223.72,1505.43,1411.53,0,8,2
15.85,-8.21,39.79,41,14.83,-0.83,43.61,11.66,1.62,3.37,12.25,0.46,1164.03,1488.9,1380.61,0,8,2
15.82,-8.27,39.63,40.83,14.87,-0.84,43.46,10.48,-9.25,0.14,13.98,0.49,1157.06,1457.17,1357.13,0,8,2
15.55,-8.48,39.77,40.88,14.93,-1.2,43.54,7.85,-3.24,-0.19,8.5,0.46,1201.87,1500.78,1401.14,0,8,5
15.86,-8.46,39.47,40.66,15.05,-0.86,43.37,3.89,-14.17,-3.86,15.2,0.58,952,1176.12,1101.42,0,8,5
15.87,-8.48,39.49,40.68,15.08,-0.86,43.4,5.83,-16.16,0.58,17.19,0.57,996.22,1155.61,1102.48,0,8,5
15.84,-8.43,39.39,40.59,15.02,-0.83,43.28,7.08,-9.51,7.45,14,0.5,1140.42,1336.64,1271.23,0,8,5
15.84,-8.35,39.49,40.69,14.95,-0.82,43.36,3.5,-6.01,7.26,10.05,0.47,1187.28,1473.04,1377.79,0,8,5
15.49,-8.47,39.76,40.86,14.89,-1.25,43.5,1.75,-8.21,1.16,8.48,0.44,1289.24,1585.67,1486.86,0,8,1
15.27,-8.5,39.76,40.8,14.81,-1.45,43.43,6.34,-11.05,-0.16,12.74,0.48,1149.92,1433.55,1339.01,0,8,1
15.76,-9,39.44,40.54,15.48,-1.19,43.41,-2.59,-11.37,2.53,11.94,0.56,1014.56,1204.39,1141.11,0,8,1
15.72,-9.1,39.56,40.64,15.55,-1.29,43.53,-2.15,-7.15,1.4,7.6,0.57,1006.1,1204.6,1138.43,0,8,7
15.61,-9.04,39.51,40.57,15.45,-1.35,43.44,3.47,-4.33,-2.45,6.06,0.52,1104.34,1336.53,1259.13,0,8,7
15.67,-8.66,39.31,40.44,15.14,-1.07,43.19,0.19,-5.66,-2,6.01,0.5,1175.48,1392.39,1320.08,0,8,7
15.64,-8.42,39.44,40.59,14.92,-1.02,43.25,-8.89,-6.89,3.48,11.77,0.52,1152.75,1371.12,1298.33,0,8,7
15.1,-8.46,39.89,40.9,14.69,-1.61,43.49,3.5,-7.13,-3.54,8.7,0.45,1276.96,1488.63,1418.07,0,8,7
15.59,-8.7,39.55,40.65,15.14,-1.22,43.4,2.95,-12.47,-5.78,14.06,0.53,1067.6,1304.52,1225.54,0,8,7
15.38,-8.85,39.56,40.59,15.17,-1.47,43.36,4.41,-16.58,-0.49,17.16,0.55,1036.15,1326.66,1229.82,0,8,7
15.2,-8.69,39.46,40.48,14.94,-1.51,43.17,4.1,-17.49,6.64,19.15,0.5,1162.97,1428.32,1339.87,0,8,7
