,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Number
-0.6,8.72,38.85,39.02,-7.92,0.24,39.82,-80.61,183.39,-71.71,212.78,5.93,208.31,359,308.77,1,11,2
-4.39,7.29,37.29,37.12,-8.5,-3.62,38.25,-105.38,210.89,-75.51,247.55,6.55,204.76,341.98,296.24,1,11,2
-3.66,8.2,33.18,33.12,-8.95,-2.18,34.37,-112.11,192.44,-68.44,232.99,7.88,205.6,381.01,322.54,1,11,2
-6.53,11.1,31.97,31.81,-12.87,-3.19,34.46,-132.88,197.02,-76.2,249.56,7.68,221.97,370.25,320.82,1,11,2
-3.91,8.72,35.96,35.89,-9.52,-2.4,37.21,-107.77,204.53,-94.51,249.76,8.13,199.42,332.06,287.84,1,11,2
-1.28,8.48,41.04,41.14,-8.05,-0.66,41.92,-95.73,202.94,-80.49,238.39,6.86,199.28,314.91,276.37,1,11,2
-4.96,7.45,41.36,41.13,-8.92,-4.39,42.31,-104.99,194.74,-72.07,232.68,6.62,196.38,304.63,268.55,1,11,2
-3.47,7.48,42.57,42.45,-8.23,-3.19,43.36,-114.87,188.73,-71.12,232.11,7.16,190,307.23,268.16,1,11,2
-6.44,2.91,40.78,40.25,-5.66,-7.81,41.39,-108.49,181.28,-66.82,221.58,6.94,194.58,317.82,276.74,1,11,2
0.04,2.88,42.62,42.58,-2.5,-2.33,42.71,-95.09,165.35,-69.68,203.07,6.26,207.77,310.78,276.45,1,11,2
-8.11,14.05,41.91,41.72,-16.22,-4.02,44.94,-100.1,190.42,-74.73,227.74,6.23,215.11,334.18,294.49,1,11,2
2.33,14.07,39.98,40.6,-11.2,5.27,42.44,-101.69,202.94,-76.8,239.63,6.19,207.23,330.97,289.72,1,11,2
-4.47,9.26,39.6,39.5,-10.26,-2.93,40.91,-101.55,216.09,-84.41,253.24,6.69,207.96,327.34,287.55,1,11,2
-0.5,12.47,39.13,39.47,-11.17,2.11,41.07,-103.09,207.17,-77.95,244.18,7,197.11,320.11,279.11,1,11,2
-2.38,6.14,41.36,41.27,-6.53,-2.76,41.88,-106.27,177.82,-62.98,216.51,6.91,170.5,303.83,259.39,1,11,2
-6.96,3.45,40.81,40.26,-6.38,-8,41.54,-107.52,175.13,-77.54,219.65,7.33,171.35,301.42,258.06,1,11,2
-7.21,5.86,43.57,43.1,-8.61,-7.31,44.55,-100.7,166.46,-77.45,209.4,6.57,198.66,323.66,282,1,11,2
-4.24,3.71,43.41,43.07,-5.3,-5.73,43.78,-90.22,172.26,-88.12,213.49,7.18,206.56,354.5,305.19,1,11,2
5.51,3.83,43.71,44.13,-0.7,2.81,44.23,-71.92,171.53,-80.97,202.86,6.48,233.02,403.54,346.7,1,11,2
-3.99,3.26,32.12,31.83,-4.78,-4.74,32.53,-57.83,177.77,-71.24,200.06,6.24,259.15,455,389.71,1,11,2
2.51,0.63,21.25,21.39,0.66,0.63,21.41,-73.15,182.01,-71.65,208.83,7.5,259.69,478.6,405.63,1,11,2
-1.71,6.1,33.12,33.12,-6.17,-1.47,33.72,-116.27,153.65,-66.01,203.67,7.43,250.82,456.55,387.97,1,11,2
-5.53,13.43,36.12,36.13,-14.43,-1.54,38.94,-87.36,185.03,-82.37,220.58,6.49,236.17,399.42,345,1,11,2
1.96,-4.15,34.14,33.99,4.58,-3.28,34.45,-98.14,165.57,-86.65,211.07,7.12,215.19,374.95,321.7,1,11,2
-1.67,3.3,37.96,37.82,-3.7,-3.2,38.14,-108.29,171.58,-92.79,223.11,7.6,205.83,336.22,292.76,1,11,2
-2.14,7.49,40.59,40.59,-7.59,-1.83,41.33,-111.7,200.04,-97.51,249,6.55,233.93,353.29,313.5,1,11,2
0.1,4.75,43.15,43.19,-4.11,-1.41,43.41,-117.02,217.11,-94.26,264.04,5.16,266.69,412.52,363.91,1,11,2
-0.64,6.07,43.81,43.85,-5.63,-1.48,44.23,-116.13,226.87,-90.19,270.35,5.79,239.69,377.29,331.42,1,11,2
-2.08,6.35,41.35,41.3,-6.56,-2.38,41.89,-120.46,228.53,-92.47,274.39,6.7,226.38,356.23,312.94,1,11,2
-2.1,5.69,37.47,37.4,-6,-2.38,37.96,-117.08,246.68,-88.34,286.99,7.62,378.21,275.2,309.54,1,11,2
-3.23,4.53,32.76,32.57,-5.53,-3.51,33.23,-103.5,235.93,-93.22,273.98,8.13,304.81,350.99,335.6,1,11,2
-5.43,7.37,28.62,28.4,-9.07,-3.7,30.04,-91.71,210.48,-90.82,246.9,9.02,306.78,360.39,342.52,1,11,2
-1.57,6.13,24.75,24.8,-6.13,-0.59,25.55,-102.7,199.78,-78.53,237.96,9.98,435.27,276.91,329.7,1,11,2
-3.32,4.11,15.88,15.74,-5.2,-2.31,16.74,-133.69,201.98,-81.32,255.5,9.32,232.38,413.7,353.26,1,11,2
1.69,12.27,37.32,37.83,-9.93,4.11,39.32,-106.47,209.33,-83.18,249.15,7.93,206.12,399.49,335.04,1,11,2
0.03,13.89,28.37,28.85,-12.15,4.22,31.59,-88.27,209.63,-76.57,240,8.16,216.36,403.74,341.28,1,11,2
1.07,3.87,19.97,20.14,-2.88,1.04,20.37,-122.15,203.8,-63.2,245.87,9.07,240.92,413.97,356.29,1,11,2
-6.62,9.92,35.28,35.05,-11.89,-4.09,37.24,-135.26,202.17,-71.37,253.49,8.13,235.88,388.25,337.46,1,11,2
-2.31,6.68,42.94,42.88,-6.96,-2.56,43.52,-101.1,204.13,-92.25,245.76,6.11,202.35,333.79,289.97,1,11,2
-1.3,8.24,43.62,43.7,-7.85,-0.98,44.41,-93.66,200.28,-84.66,236.75,6.31,192.95,302.76,266.16,1,11,2
-4.52,15.29,40.81,40.96,-15.57,-0.16,43.82,-103.67,206.63,-88.22,247.44,5.93,193.37,292.24,259.29,1,11,2
-2.17,12.02,37.71,37.9,-11.58,0.59,39.64,-97.52,193.3,-76.99,229.79,7.39,180.76,296.86,258.16,1,11,2
-2.51,7.77,37.57,37.56,-8.02,-1.74,38.45,-101.42,184.44,-68.34,221.3,7.72,184.3,308.37,267.01,1,11,2
-3.42,10.62,41.08,41.11,-10.96,-1.47,42.57,-104.23,189.19,-71.97,227.67,6.97,193.33,304.59,267.51,1,11,2
-6.34,11.25,40.74,40.57,-12.91,-3.68,42.74,-104.62,191.27,-83.92,233.61,6.71,194.9,292.73,260.12,1,11,2
-6.25,9.74,41.8,41.57,-11.55,-4.42,43.37,-117.11,181.86,-94.16,235.92,7.11,200.72,310.16,273.68,1,11,2
-4.55,10.94,40.9,40.85,-11.77,-2.28,42.58,-92.34,214.13,-97.83,252.88,5.82,216.63,357.96,310.85,1,11,2
-3.38,7.75,35.85,35.79,-8.42,-2.35,36.84,-112.87,207.5,-99.33,256.25,6.5,209.47,382.33,324.71,1,11,2
-3.2,5.23,39.54,39.36,-6.13,-3.73,40.01,-106.86,197.13,-87.45,240.68,7.19,186.24,332.08,283.47,1,11,2
-0.16,1.56,41.64,41.53,-1.44,-3.02,41.67,-94.34,184.33,-76.03,220.59,6.86,171.03,284.55,246.71,1,11,2
4.35,-2.83,43.53,43.57,4.58,-1.36,43.83,-90.52,154.27,-74.45,193.74,6.32,172.05,296.91,255.29,1,11,2
5.72,-13.76,37.48,37.19,14.81,-4.91,40.33,-65.72,116.77,-74.04,153.09,6.34,183.12,335.9,284.97,1,11,2
6.82,-9.67,42.09,42.04,11.76,-2.37,43.72,-59.7,118.04,-74.36,151.74,4.52,224.04,389.31,334.22,1,11,2
1.75,-8.66,40.01,39.63,8.43,-6.13,40.97,-64.31,134.22,-82.43,170.13,5.53,221.41,411.71,348.28,1,11,2
-1.93,-4.84,36.84,36.35,3.31,-7.23,37.21,-85.21,140.2,-101.41,192.87,5.72,254.82,458.19,390.4,1,11,2
0.46,-0.33,37.16,37.04,0.51,-3,37.16,-102.05,140.12,-114.13,207.54,5.64,298.53,489.52,425.86,1,11,2
-4.6,-3.92,33.64,32.99,1.21,-8.83,34.17,-112.37,150.5,-124.94,225.58,6.08,311.96,496.1,434.72,1,11,2
-8.11,-3.08,36.67,35.78,-1.22,-11.75,37.68,-132.74,169.41,-149.1,261.82,5.71,313.66,523.45,453.52,1,11,2
-10.11,-4.64,41.54,40.41,-0.82,-14.67,43,-139.26,157.87,-142.65,254.3,4.82,335.69,521.25,459.39,1,11,2
-15.78,-6.6,37.69,36.06,-1.85,-20.23,41.39,-157.67,140.5,-179.54,277.18,5.73,315.56,523.78,454.37,1,11,2
-13.96,-5.82,44.16,42.68,-1.65,-18.83,46.68,-160.02,151.48,-186.32,288.56,6,356.31,553.15,487.53,1,11,2
1.38,0.25,56.73,56.63,0.45,-3.62,56.75,-126.66,169.97,-149.39,259.32,5.25,369.34,505.77,460.29,1,11,2
7.38,7.98,59.01,59.68,-3.42,5.14,60,-88.49,172.87,-108.58,222.49,4.44,323.16,406.85,378.95,1,11,2
7.1,9.35,56.27,56.99,-4.76,5.8,57.49,-91.39,166.77,-98.88,214.34,4.18,316.18,406.98,376.71,1,11,2
12.3,11.46,52.79,54.01,-4.09,11.65,55.4,-97.92,163.14,-98.51,214.26,4.24,336.5,445.63,409.26,1,11,2
12.76,11.43,50.08,51.34,-3.84,12.27,52.93,-60.5,190.37,-129,237.78,4.03,555.43,441.04,479.17,1,11,2
15.49,18.63,44.92,46.72,-8.82,18.57,51.04,-77.6,202.21,-126.42,250.78,3.7,493.88,458.21,470.1,1,11,2
9.2,8.92,45.58,46.48,-3.36,8.36,47.34,-96.86,202.36,-109.17,249.5,4.16,317.62,445.04,402.57,1,11,2
6.53,8.03,41.15,41.83,-3.88,5.98,42.43,-98.16,199.12,-101.75,244.21,4.98,253.3,403.25,353.26,1,11,2
1.82,4.39,41.36,41.53,-2.97,0.11,41.63,-128.51,189.59,-92.16,246.89,4.84,275.95,392.73,353.8,1,11,2
2.31,0.76,42.04,42.08,0.45,-1.28,42.11,-113.42,201.78,-78.8,244.52,4.71,450.25,321.8,364.62,1,11,2
3.65,8.71,37.9,38.4,-5.86,4.09,39.06,-101.48,234.29,-105.07,276.1,4.9,361.53,391.02,381.19,1,11,2
2.19,6.86,37.18,37.5,-4.95,1.98,37.87,-106.2,247.5,-112.39,291.83,5.82,293.51,397.26,362.67,1,11,2
-1.18,18.44,32.87,33.43,-16.71,4.99,37.7,-112.81,227.29,-100.3,272.85,6.9,242.87,338.93,306.91,1,11,2
-4.81,14.51,35.39,35.5,-15.03,-0.28,38.55,-111.96,201.57,-92.82,248.56,7.45,197.39,304.42,268.74,1,11,2
-8.23,14.8,34.29,34.16,-16.93,-3.03,38.24,-110.9,201.27,-95.78,248.96,7.52,222.32,316.79,285.3,1,11,2
-5.53,15.43,36.57,36.66,-16.18,-0.57,40.08,-112.77,196.37,-91.49,244.23,7.9,192.48,302.31,265.7,1,11,2
-9.82,13.58,38.63,38.3,-16.64,-5.38,42.11,-116.58,203.13,-101.85,255.39,6.73,194.28,289.26,257.6,1,11,2
-10.62,16.6,41.65,41.38,-19.66,-4.88,46.07,-115.84,202.49,-119.38,262.05,5.99,220.47,340.08,300.21,1,11,2
-0.36,10.6,43.98,44.23,-9.45,0.98,45.24,-104.02,199.39,-124.5,257.05,5.43,269.05,401,357.02,1,11,2
0.52,9.54,42.85,43.12,-8.1,1.33,43.9,-98.93,210.07,-112.08,257.83,4.66,308.4,425.08,386.19,1,11,2
-4.65,10.48,43.61,43.53,-11.42,-2.79,45.09,-115.29,235.01,-97.27,279.25,4.17,328.21,416.8,387.27,1,11,2
-4.69,9.72,41.37,41.26,-10.77,-3,42.75,-108.89,243.58,-96.44,283.7,4.24,429.48,360.85,383.73,1,11,2
-4.3,9.96,40.45,40.39,-10.8,-2.46,41.88,-120.58,253.05,-116.67,303.62,5.88,373.08,289.24,317.18,1,11,2
-6.02,11.77,40.17,40.06,-13.22,-3.06,42.29,-118.55,234.57,-114.86,286.83,6.73,263.3,277.62,272.85,1,11,2
-5.35,12.85,38.85,38.84,-13.84,-1.84,41.27,-109.57,210.28,-104.74,259.22,7.01,196.53,297.69,263.97,1,11,2
-5.72,17.24,37.59,37.74,-17.85,0.07,41.75,-108.75,198.7,-100.8,247.93,7.56,184.1,311.73,269.19,1,11,2
-8.53,17.24,36.32,36.26,-19.22,-2.28,41.1,-108.96,192.62,-95.73,241.12,8.02,183.42,320.44,274.77,1,11,2
-9.81,16.04,35.83,35.62,-18.78,-3.93,40.46,-84.11,188.71,-92.09,226.2,7.02,186.29,324.66,278.54,1,11,2
-7.69,13.67,35.73,35.58,-15.68,-3.21,39.02,-100.57,190.59,-98.11,236.78,7.76,176.97,298.46,257.96,1,11,2
-8.3,19.53,38.49,38.53,-21.11,-1.16,43.95,-98.61,191.66,-91.23,234.05,6.58,206.68,340.83,296.12,1,11,2
-4.35,14.66,37.65,37.79,-14.93,0.01,40.63,-93.11,197.95,-87.61,235.65,5.88,227.9,364.67,319.08,1,11,2
-5.24,17.78,36.41,36.63,-18.1,0.85,40.86,-102.06,198.65,-93.31,242.04,6.89,206.45,327.1,286.88,1,11,2
-10.2,20.41,34.59,34.54,-22.79,-2.05,41.43,-108.02,181.69,-94.63,231.59,7.58,172.64,298.26,256.39,1,11,2
-7.1,16.32,37.08,37.09,-17.72,-1.53,41.13,-90.96,177.54,-93.75,220.41,7.39,168.96,313.79,265.51,1,11,2
-8.32,18.97,34.35,34.39,-20.63,-1.08,40.12,-98.3,180.1,-94.61,225.94,7.76,165.58,298.37,254.11,1,11,2
-10.28,19.22,33.55,33.45,-21.79,-2.6,40.01,-103.76,186.17,-88.93,230.94,7.87,177.07,301.66,260.13,1,11,2
-11.48,14.14,35.28,34.87,-17.93,-6.24,39.7,-107.95,178.69,-80.1,223.61,7.59,192.11,310.42,270.99,1,11,2
-12.64,13.04,36.2,35.65,-17.53,-7.86,40.5,-112.57,163.97,-76.68,213.16,7.53,192.09,307.04,268.72,1,11,2
-12.24,15.6,34.67,34.26,-19.58,-6.15,39.94,-112.81,162.44,-78.89,212.92,8.13,179.96,295.31,256.86,1,11,2
-9.24,14.93,35.12,34.92,-17.54,-3.89,39.27,-112,165.79,-72.65,212.86,8.73,190.08,278.43,248.98,1,11,2
-18.66,19.04,31.47,30.74,-25.69,-9.8,41.24,-82.87,168.34,-83.06,205.2,8.53,192.26,308.78,269.94,1,11,2
-4.19,12.11,28.85,28.93,-12.63,-0.31,31.57,-92.99,184.99,-95.49,228.01,9.46,206.36,355.22,305.6,1,11,2
-11.51,12.52,36.62,36.14,-16.52,-7.16,40.37,-110.89,184.66,-107.42,240.7,9.09,216.8,371.16,319.71,1,11,2
-3.99,11.93,42.75,42.79,-12.37,-1.42,44.56,-102.15,173.85,-110.79,230.07,7.06,222.62,368.95,320.18,1,11,2
-0.62,11.01,44.64,44.88,-9.93,0.91,45.98,-84.2,185.68,-101.12,227.58,5.78,238.63,379.53,332.57,1,11,2
0.48,11.03,43.84,44.17,-9.42,1.95,45.21,-97.13,199.29,-100.91,243.59,5.75,254.63,359.68,324.66,1,11,2
-3.29,8.58,46.17,46.11,-9.09,-2.71,47.08,-85.26,198.1,-111.87,242.96,5.12,261.08,361.21,327.83,1,11,2
6.07,8.18,44.21,44.84,-4.21,5.42,45.37,-95.43,185.67,-100.51,231.69,5.7,241.68,366.03,324.58,1,11,2
-0.13,4.72,41.14,41.17,-4.19,-1.39,41.41,-112.68,193.79,-96.96,244.23,6.28,310.83,331.56,324.65,1,11,2
2.91,0.38,43.11,43.19,1.07,-1,43.21,-119.32,234.47,-114.39,286.88,6.29,420.39,302.67,341.91,1,11,2
4.42,4.83,39.69,40.08,-2.08,2.76,40.23,-114.78,279.31,-130.07,328.79,6.21,425.06,332.96,363.66,1,11,2
0.9,1.96,39.66,39.66,-1.28,-1.69,39.72,-96.61,282.2,-130.16,325.44,5.29,379.04,332.61,348.09,1,11,2
-2.19,8.05,38.4,38.43,-8.11,-1.33,39.3,-128.64,261.02,-127.13,317.56,5.49,325.74,373.67,357.69,1,11,2
-1.94,10.03,40.11,40.24,-9.72,-0.31,41.4,-118.13,250.12,-121.88,302.27,6.2,361.93,330.11,340.71,1,11,2
-4.26,16.3,31.3,31.54,-16.32,1.45,35.55,-99.88,225.72,-110.44,270.41,6.95,311.11,309.57,310.08,1,11,2
-9.83,16.67,30.54,30.38,-19.34,-3.15,36.15,-102.31,193.93,-97.51,239.97,7.82,206.03,327.4,286.94,1,11,2
-8.18,15.77,34.76,34.68,-17.76,-2.52,39.04,-102.75,186.72,-96.75,234.05,8.01,216.1,320.49,285.7,1,11,2
-7.99,20.4,35.87,35.99,-21.72,-0.21,42.04,-84.44,194.59,-114.55,241.07,5.21,237.98,370.59,326.39,1,11,2
-4.69,16.02,34.52,34.71,-16.28,0.67,38.34,-84.4,216.7,-100.48,253.34,6.44,267.99,356.97,327.31,1,11,2
-5.27,16.4,31.09,31.26,-16.9,0.65,35.55,-83.49,205.01,-90.06,238.97,7.43,230.79,350.84,310.82,1,11,2
-6.22,16.11,25.69,25.8,-17.11,0.14,30.95,-95.2,192.69,-95.74,235.29,7.63,191.05,345.77,294.2,1,11,2
-5.27,18.63,32.04,32.3,-18.85,1.64,37.43,-100.27,196.44,-105.15,244.34,7.71,193.05,345.86,294.92,1,11,2
-1.35,10.06,27.57,27.79,-9.45,1.31,29.38,-85.91,200.3,-104.05,241.51,8.34,217.72,372.23,320.72,1,11,2
-3.29,9.44,15.59,15.68,-9.85,0.35,18.52,-110.71,203.62,-99.63,252.27,10,241.52,403.74,349.66,1,11,2
-11.67,18.94,23.74,23.56,-22.22,-3.07,32.53,-93.39,202.35,-94.02,241.88,10.18,195.21,364.29,307.93,1,11,2
12.46,-3.07,50.91,52.28,4.68,-1.12,52.5,2.97,-52.21,-0.85,52.3,0.25,2141.9,2543.63,2409.72,1,12,2
12.01,-2.84,50.76,52.03,4.39,-1.5,52.24,16.01,-50.9,4.11,53.52,0.23,2331.41,2586.25,2501.3,1,12,2
11.54,-2.91,50.9,52.05,4.4,-1.99,52.27,12.56,-39.6,3.58,41.7,0.24,2272.61,2582.76,2479.38,1,12,2
11.04,-3.02,51.13,52.14,4.44,-2.54,52.39,15.21,-19.74,-1.92,25,0.24,2288.08,2719.98,2576.01,1,12,2
10.75,-3.28,51.08,52.02,4.66,-2.84,52.3,12.75,-12.51,-2.99,18.11,0.24,2387.72,2828.77,2681.75,1,12,2
10.8,-3.53,51.05,51.99,4.91,-2.82,52.29,-2.01,-29.28,0.1,29.35,0.24,2398.03,2736.17,2623.46,1,12,2
11.07,-3.83,51.16,52.16,5.25,-2.63,52.49,1.51,-45.72,-9.16,46.65,0.24,2343.57,2668.81,2560.39,1,12,2
11.01,-4.18,51.07,52.04,5.58,-2.71,52.4,3.47,-22.18,-19.77,29.92,0.21,2458.1,2858.09,2724.76,1,12,2
11.3,-4.55,51.09,52.12,5.99,-2.48,52.53,-2.48,-17.02,-18.42,25.2,0.21,2599.71,2961.64,2841,1,12,2
11.43,-4.56,51.15,52.21,6.02,-2.37,52.61,3.13,-18.1,-8.08,20.06,0.21,2782.33,3134.24,3016.94,1,12,2
11.58,-4.5,51.34,52.44,5.98,-2.27,52.83,2.36,-12.44,-9.98,16.12,0.23,2647.48,3028.29,2901.35,1,12,2
11.31,-4.48,51.16,52.19,5.93,-2.48,52.59,-16.91,-5.45,-22.68,28.81,0.26,2252.91,2636.4,2508.57,1,12,2
11.04,-4.13,51.18,52.15,5.54,-2.7,52.52,-18.99,-8.84,-10.99,23.65,0.24,2445.51,2777.54,2666.86,1,12,2
10.78,-3.8,51.06,51.98,5.18,-2.87,52.32,-1.13,-16.12,-10.92,19.5,0.23,2867.99,2617.19,2700.79,1,12,2
10.3,-3.5,50.97,51.8,4.82,-3.27,52.12,-10.43,0.56,-26.83,28.79,0.24,2526.63,2656.03,2612.89,1,12,2
10.18,-3.24,51.04,51.84,4.54,-3.37,52.15,-17.31,16.58,-31.05,39.23,0.24,2339.94,2768.3,2625.51,1,12,2
10.57,-2.62,50.99,51.91,3.98,-2.91,52.14,-13.73,8.73,-17.57,23.95,0.23,2385,2770.16,2641.77,1,12,2
10.6,-2.33,50.97,51.9,3.71,-2.84,52.11,-11.83,-6.6,-11,17.45,0.24,2292.1,2662.99,2539.36,1,12,2
10.81,-1.68,50.83,51.85,3.08,-2.52,52,-9.89,10.34,-33.41,36.35,0.24,2347.02,2629.58,2535.4,1,12,2
11,-1.33,50.57,51.64,2.77,-2.23,51.77,-0.41,-2.86,-26.37,26.53,0.23,2437.76,2871.66,2727.03,1,12,2
10.77,-0.78,50.56,51.6,2.18,-2.37,51.7,-1.31,4.93,-29.82,30.25,0.24,2793.43,2602.64,2666.24,1,12,2
10.64,-0.62,50.53,51.54,2.01,-2.47,51.64,1.39,7.67,-30.02,31.01,0.24,2648.87,2695.86,2680.2,1,12,2
9.98,-0.52,50.28,51.14,1.83,-3.03,51.26,1.93,5.75,-23.04,23.82,0.22,2567.26,2825.5,2739.42,1,12,2
9.53,-0.56,50.51,51.25,1.81,-3.53,51.4,-5.21,14.86,-21.92,26.99,0.23,2817.81,2464.4,2582.2,1,12,2
8.98,-0.5,50.54,51.15,1.68,-4.06,51.34,-3.31,24.5,-34.04,42.07,0.28,2144.25,2368.5,2293.75,1,12,2
9.13,-0.44,50.2,50.86,1.64,-3.82,51.02,-14.49,17.84,-32.47,39.78,0.24,2287.28,2634.71,2518.9,1,12,2
8.76,-0.27,50.22,50.79,1.42,-4.16,50.98,-18.45,22.55,-32.27,43.48,0.26,2097.7,2494.87,2362.48,1,12,2
8.47,-0.17,50.37,50.87,1.28,-4.46,51.08,-16.52,37.74,-22.94,47.15,0.33,1683.41,2016.71,1905.61,1,12,2
7.99,-0.28,50.23,50.61,1.33,-4.91,50.87,-6.37,54.24,-22.79,59.17,0.37,1444.04,1702.52,1616.36,1,12,2
7.7,-0.69,50.56,50.85,1.69,-5.32,51.15,5.08,62.27,-37.96,73.1,0.34,1505.3,1761.8,1676.3,1,12,2
6.89,-1.4,51.31,51.35,2.29,-6.37,51.79,-3.36,56.66,-32.08,65.2,0.31,1612.85,1808.25,1743.12,1,12,2
7.02,-2.04,52.07,52.09,2.95,-6.52,52.58,-14.93,49.98,-41.91,66.91,0.27,1724.04,1973.73,1890.5,1,12,2
8.06,-1.3,52.43,52.72,2.36,-5.51,53.06,83.97,66.42,16.03,108.25,0.58,1110.46,1391.58,1297.87,1,12,2
3.67,-4.19,51.51,50.65,4.63,-9.86,51.81,77.34,75.87,57.27,122.55,0.82,726.3,1107.26,980.27,1,12,2
4.49,-5.02,52,51.3,5.57,-9.31,52.44,-0.65,72.45,58.98,93.42,0.84,717.86,1219.04,1051.98,1,12,2
4.82,-3.08,51.9,51.35,3.69,-8.72,52.22,-5.09,64.69,57.56,86.74,0.82,686.01,1217.93,1040.62,1,12,2
6.35,-2.51,51.05,50.92,3.33,-6.97,51.5,11.57,47.45,62.8,79.56,0.82,715.56,1204.26,1041.36,1,12,2
5.53,-2.45,51.31,50.97,3.16,-7.81,51.66,-13.33,46.33,65.14,81.04,0.8,739.4,1142.83,1008.35,1,12,2
4.1,-1.66,51.47,50.8,2.19,-9.12,51.66,-18.79,23.93,71.34,77.56,0.8,757.67,1150.32,1019.44,1,12,2
3.67,-2.96,51.61,50.78,3.42,-9.74,51.82,-35.28,28.95,82.61,94.38,0.66,902.35,1283.14,1156.21,1,12,2
2.9,-2.79,52.6,51.56,3.15,-10.71,52.76,-20.49,64.87,84.87,108.77,0.51,1035.39,1383.53,1267.48,1,12,2
2.47,-4.18,52.45,51.26,4.46,-11.26,52.68,27.76,88.42,74.86,119.13,0.53,985.89,1311.61,1203.04,1,12,2
2.85,-0.69,52.6,51.62,1.06,-10.48,52.68,-11.25,71.84,74.7,104.25,0.64,877.25,1183.97,1081.73,1,12,2
-0.44,1,51.67,49.96,-1.05,-13.2,51.68,-47.42,53.18,74.79,103.3,0.7,876.61,1168.74,1071.36,1,12,2
1.12,3.38,53.62,52.31,-3.2,-11.87,53.74,-53.23,31.49,59.87,86.08,0.63,889.26,1102.66,1031.53,1,12,2
4.44,3.8,54.18,53.69,-3.18,-8.77,54.49,-85.98,29.42,57.78,107.69,0.57,905.3,1145.41,1065.37,1,12,2
8.09,10.35,53.12,53.78,-9.19,-4.18,54.72,-116.82,16.84,54.02,129.8,0.54,1054.09,1142.34,1112.92,1,12,2
2.69,6.22,54.61,53.75,-5.81,-10.25,55.03,-93.39,-13.37,38.06,101.73,0.53,1212.34,1000.08,1070.83,1,12,2
0.23,3.14,55.32,53.73,-3.09,-13.18,55.41,-44.69,10.57,49.61,67.6,0.55,948.8,1050.66,1016.7,1,12,2
-1.12,3.29,56.01,54.07,-3.41,-14.64,56.12,23.08,64.13,55.12,87.66,0.52,880.36,1124.03,1042.81,1,12,2
-4.52,-2.08,53.24,50.37,1.47,-17.9,53.47,64.16,39.36,30.92,81.37,2.21,905.36,805.11,838.53,1,12,2
-4.97,-3.53,42.18,39.5,2.84,-15.76,42.62,9.8,13.22,-1.41,16.52,4.12,761.98,693.95,716.63,1,12,2
-9.69,-5.28,45.08,41.08,3.95,-21.23,46.41,-59.76,13.18,-14.91,62.99,4.78,623.14,789.3,733.92,1,12,2
-12.05,-6.81,45.83,41.17,5.16,-23.88,47.87,-44.99,29.55,-20.27,57.52,4.17,734.14,745.35,741.61,1,12,2
-10.82,-5.6,50.06,45.61,4.12,-23.6,51.52,7.77,82.09,-61.04,102.6,3.49,873.22,657.23,729.23,1,12,2
-9.73,-6.89,48.41,44.25,5.54,-22.31,49.86,43.65,78.53,-94.29,130.24,3.99,601.94,645.78,631.17,1,12,2
-13.18,-10.2,44.92,39.89,8.37,-25.18,47.91,34.98,72.61,-107.41,134.28,4.82,443.41,688.35,606.71,1,12,2
-11.41,-5.51,46.59,42.11,3.95,-23.29,48.29,-1.16,98.06,-92.99,135.15,4.1,400.52,701.68,601.29,1,12,2
-1.81,2.36,55.89,53.75,-2.58,-15.39,55.97,-22.74,110.46,-66.69,131.02,2.87,366.04,686.15,579.45,1,12,2
-1.82,3.4,56.08,53.96,-3.61,-15.32,56.21,-27.48,70.32,-46.63,88.74,2.81,324.16,701.32,575.6,1,12,2
-1.52,3.2,55.46,53.43,-3.37,-14.9,55.57,-64.58,28.18,-29.26,76.3,2.98,351.94,760.91,624.59,1,12,2
-2.24,3.94,57.63,55.38,-4.2,-16.03,57.8,-58.49,33.92,-1.08,67.62,2.79,414.64,753.46,640.52,1,12,2
-3.59,3.19,54.28,51.78,-3.64,-16.59,54.49,-45.17,24.92,5.17,51.85,4.1,417.33,761.06,646.49,1,12,2
2.41,0.04,49.82,48.84,0.28,-10.13,49.88,-53.45,24.56,-5.04,59.04,4.94,408.65,743.49,631.88,1,12,2
0.46,-1.64,52.91,51.29,1.69,-12.98,52.93,-63.26,26.17,-28.49,74.15,5.27,423.26,696.48,605.41,1,12,2
4.11,-2.04,50.59,49.93,2.56,-8.95,50.79,-64.39,13.08,-60.93,89.61,5.83,435.74,668.75,591.08,1,12,2
2.8,-5.8,53.66,52.46,6.12,-11.46,54.04,-96.43,9.15,-87.74,130.69,5.53,408.47,692.27,597.67,1,12,2
12.51,-2.68,56.95,58.16,4.32,-2.56,58.37,-97.94,24.08,-120.53,157.17,4.01,415.07,677.62,590.1,1,12,2
21.93,-1.89,55.12,58.74,4.79,7.04,59.35,-96.29,35.59,-139.57,173.26,3.26,436.87,708.39,617.88,1,12,2
24.86,-2.65,52.61,57.01,5.93,10.38,58.25,-89.18,20.17,-132.95,161.36,3.22,428.41,770.71,656.61,1,12,2
27.2,0.29,50.76,55.9,3.33,13.46,57.59,-74.59,7.87,-126.48,147.05,3.32,412.85,791.33,665.17,1,12,2
