,,,,,,,,,,,,,,,Snip Label,Snip Number,Cluster Index
6.44,-4.42,32.84,32.41,7.18,-6.14,33.76,-107.27,50.05,-49.49,128.3,4.52,196.62,329.35,285.11,0,9,0
7.97,-4.77,32.51,32.39,8.3,-4.99,33.81,-82.24,79.88,-43.02,122.45,4.41,211.05,351.17,304.47,0,9,0
8.9,-4.75,30.13,30.33,8.78,-3.56,31.77,-100.85,51.57,-52.33,124.77,4.41,201.37,331.76,288.3,0,9,0
9.11,-6.92,32.36,32.2,10.73,-5.13,34.32,-90.04,29.84,-47.55,106.11,3.91,223.08,344.16,303.8,0,9,0
10.89,-5.7,33.98,34.35,10.64,-3.5,36.13,-76.63,38.37,-37.08,93.38,3.29,250.3,348.47,315.75,0,9,0
9.99,-5.89,36.06,36.11,10.32,-4.91,37.88,-85.75,51.8,-35.71,106.36,2.89,267.26,336.04,313.11,0,9,0
6.57,-5.88,36.79,36.02,8.48,-7.88,37.83,-93.82,41.84,-44.19,111.83,2.71,288.33,356.68,333.9,0,9,0
6.53,-10.22,35.9,34.51,12.13,-9.9,37.89,-88.42,32.08,-58.96,111.01,3.01,281.43,388.85,353.04,0,9,0
11.64,-6.5,34.02,34.44,11.73,-3.33,36.54,-67.43,44.89,-58.59,99.97,3.76,233.53,365.96,321.81,0,9,0
17.52,-3.57,31.52,33.85,12.4,3.65,36.23,-52.77,68.54,-58.25,104.29,3.91,203.33,344.05,297.14,0,9,0
18.11,-2,32.48,35.14,11.39,4.67,37.24,-42.15,85.63,-54.38,109.85,3.37,215.45,341.35,299.38,0,9,0
-14.75,16.85,-11.73,-11.47,-22.23,3.69,25.28,-190.63,188.69,5.45,268.28,9.56,175.36,318.8,270.99,1,10,0
-15.47,17.51,-14.95,-14.68,-23.2,3.96,27.73,-192.33,191.31,8.87,271.42,8.84,175.32,311.02,265.79,1,10,0
-16.75,13.34,-17.63,-17.67,-21.38,0.22,27.73,-194.2,195.23,13.31,275.69,8.08,179.23,309.12,265.82,1,10,0
-16.04,13.82,-18.48,-18.45,-21.17,1.12,28.1,-197.91,211.1,27.01,290.62,7.07,226.15,370.89,322.64,1,10,0
-15.38,13.58,-13.38,-13.35,-20.52,0.97,24.49,-201.99,203.14,20.86,287.23,7.27,258.15,406.43,357,1,10,0
-14.17,12.46,-8.76,-8.74,-18.87,0.57,20.8,-199.97,194.66,17.18,279.6,7.65,258.78,392.19,347.72,1,10,0
-12.1,15.72,-11.43,-11.1,-19.49,4.58,22.89,-202.75,192.17,20.91,280.13,7.4,259.02,396.54,350.7,1,10,0
-8.94,9.04,-7.09,-7,-12.69,1.36,14.56,-220.14,176.57,8.9,282.34,7.07,282.31,462.56,402.48,1,10,0
-14.69,13.97,-14.21,-14.11,-20.26,1.78,24.75,-206.73,194.18,9.82,283.79,6.4,270.78,427.32,375.14,1,10,0
-13.9,15.43,-16.79,-16.56,-20.65,3.6,26.71,-215.58,187.94,24.14,287.02,6.26,241.14,387.74,338.87,1,10,0
-15.28,15.74,-15.38,-15.2,-21.88,2.8,26.79,-217.5,194.84,27.86,293.34,5.96,263.73,395.42,351.53,1,10,0
-14.95,15.94,-19.36,-19.14,-21.77,3.49,29.2,-214.28,201.31,27.58,295.3,5.74,288.16,413.35,371.62,1,10,0
-17.33,16.07,-15.57,-15.48,-23.63,1.7,28.3,-208.01,196.05,28.51,287.26,5.73,279.95,416.78,371.17,1,10,0
-15.97,14.83,-13.04,-12.96,-21.79,1.48,25.39,-197.3,194.33,22.73,277.86,5.75,276.72,423.69,374.7,1,10,0
-12.19,13.74,-12.95,-12.74,-18.24,3.17,22.47,-217.28,193.68,16.67,291.55,6.69,285.91,416.09,372.7,1,10,0
-16.79,14.11,-11.75,-11.77,-21.92,0.3,24.88,-210.95,191.28,14.06,285.11,6.61,262.36,410.2,360.92,1,10,0
-14.46,11.58,-12.33,-12.37,-18.5,0.01,22.25,-212.59,188.38,21.55,284.86,6.62,280.66,431.56,381.26,1,10,0
-10.97,8.77,-9.38,-9.41,-14.02,0,16.89,-219.18,197.97,22.32,296.2,6.82,299.73,446.42,397.52,1,10,0
-11.33,10.26,-13.1,-13.05,-15.28,1.16,20.13,-218.56,208.17,12.3,302.09,7.05,288.91,446.4,393.9,1,10,0
-11.45,11.54,-14.27,-14.14,-16.23,2.14,21.63,-212.43,196.86,5.38,289.68,7.31,275.6,452.46,393.51,1,10,0
-8.99,10.43,-12.35,-12.16,-13.65,2.78,18.5,-205.95,191.51,-0.36,281.23,7.39,252.6,427.72,369.35,1,10,6
-11.17,12.39,-13.66,-13.47,-16.59,2.9,21.56,-226.2,183.05,13.68,291.3,7.21,247.75,457.33,387.47,1,10,6
-12.89,12.81,-13.86,-13.73,-18.14,2.09,22.85,-226.04,197.63,32.39,301.99,6.68,246.9,432.74,370.79,1,10,6
-14.73,15.01,-19.84,-19.67,-20.99,2.98,28.92,-215.55,208.48,37.86,302.26,6.59,230.75,385.71,334.05,1,10,6
-15.9,15.42,-22.36,-22.21,-22.13,2.72,31.47,-214.12,202.67,35.91,297.01,6.71,207.24,358.11,307.82,1,10,6
-14.22,16.43,-23.13,-22.84,-21.55,4.64,31.74,-217.11,198.61,40.35,297,6.2,201.03,339.76,293.52,1,10,6
-14.46,14.28,-22.86,-22.71,-20.29,2.86,30.59,-211.98,195.32,30.76,289.88,6.1,208.24,340.81,296.62,1,10,6
-13.58,13.64,-21.51,-21.35,-19.22,2.86,28.87,-207.4,197.83,34.54,288.7,6.08,207.1,337.93,294.32,1,10,6
-12.81,13.31,-21.88,-21.7,-18.42,3.15,28.63,-212.11,193.15,33.28,288.8,6.15,204.49,340.1,294.9,1,10,6
-16.03,11.71,-21.74,-21.82,-19.76,-0.18,29.44,-205.76,188.3,29.92,280.52,6.33,190.9,328.78,282.82,1,10,6
-13.9,7.59,-21.93,-22.14,-15.42,-1.82,27.05,-197.69,192.6,29.38,277.56,6.42,188.75,321.61,277.32,1,10,6
-17.46,14.69,-20.62,-20.61,-22.81,1,30.76,-210.35,202.47,30.51,293.55,6.08,222.93,347.42,305.93,1,10,6
-16.58,14.81,-14.69,-14.64,-22.23,1.19,26.64,-206.17,202.21,36.87,291.13,5.28,239.41,356.91,317.74,1,10,6
-16.22,14.58,-16.49,-16.43,-21.81,1.4,27.34,-211.42,185.78,39.46,284.2,5.45,241.28,389.01,339.77,1,10,6
-15.59,11.66,-19.04,-19.11,-19.4,-0.15,27.24,-213.82,171.29,25.57,275.16,5.83,245.18,383.5,337.39,1,10,6
-16.21,11.77,-16.32,-16.43,-19.93,-0.69,25.84,-210.37,167.57,13.33,269.28,6.12,242.61,368.57,326.58,1,10,6
-16.19,13.22,-15.44,-15.46,-20.88,0.32,25.99,-207.46,171.62,14.84,269.65,6.12,234.21,362.2,319.54,1,10,6
-16.99,12.41,-17.47,-17.58,-20.94,-0.64,27.35,-211.71,173.91,22.38,274.89,5.77,236.26,358.32,317.63,1,10,6
-18.49,15,-13.47,-13.51,-23.78,-0.03,27.36,-220.37,168.02,26.05,278.34,5.58,253.04,392.94,346.31,1,10,6
-15.99,12.04,-14.35,-14.44,-19.95,-0.5,24.63,-228.31,176.27,20.67,289.18,6.16,257.02,381.43,339.96,1,10,6
-17.72,13.02,-17.9,-18.01,-21.89,-0.63,28.36,-236.93,177.79,28.51,297.59,6.12,256.75,367.81,330.79,1,10,6
-17.18,10.74,-15.83,-16.05,-19.97,-2.14,25.71,-245.71,188.11,42.35,312.33,6.39,261.22,386.48,344.73,1,10,6
-11.32,7.88,-9.65,-9.75,-13.69,-0.88,16.83,-244.03,197.19,44.01,316.81,6.88,261.49,423.03,369.19,1,10,6
-15.25,8.23,-11.22,-11.51,-16.86,-3.1,20.65,-229.07,186.65,32.3,297.24,6.76,250.39,443.01,378.81,1,10,6
-12.85,8.31,-7.45,-7.61,-15.12,-1.74,17.02,-227.61,195.55,33.93,301.99,7.27,254.69,451.09,385.62,1,10,6
-14.53,9.94,-11.9,-12.04,-17.46,-1.29,21.25,-217.2,195.41,31.75,293.89,6.52,265.72,429.59,374.97,1,10,6
-14.55,8.2,-12.37,-12.61,-16.32,-2.57,20.79,-216.07,204.64,41.01,300.41,6.79,253.92,415.73,361.79,1,10,6
-15.17,13.9,-15.63,-15.56,-20.57,1.52,25.84,-216.99,203.64,39.52,300.19,6.91,242.48,402.95,349.46,1,10,6
-17.81,17.38,-14.07,-13.94,-24.86,2.24,28.58,-207.91,192.31,24.93,284.31,6.18,249.28,404.62,352.84,1,10,6
-15.34,15.36,-13.12,-12.98,-21.67,2.3,25.37,-196.04,190.98,18.58,274.32,5.65,258,422.83,367.89,1,10,6
-17.64,16.32,-17.44,-17.35,-24.03,1.83,29.69,-208.17,195.43,22.16,286.39,6.08,238.93,382.55,334.67,1,10,6
-21.93,16.86,-15.46,-15.57,-27.59,-0.76,31.69,-188.04,195.4,7.65,271.29,5.86,220,358.89,312.59,1,10,6
-22.35,16.03,-19.28,-19.45,-27.35,-1.36,33.59,-181.94,198.48,13.16,269.57,5.6,231.01,351.96,311.64,1,10,6
-20.36,16.13,-20.06,-20.12,-25.93,0.09,32.82,-187.59,191.06,25.94,269.01,5.6,228.57,345.51,306.53,1,10,6
-21.6,16.46,-18.89,-18.99,-27.07,-0.57,33.08,-190.66,184.88,32.44,267.55,5.64,219.19,337.98,298.38,1,10,6
-18.36,14.88,-21.06,-21.08,-23.6,0.57,31.66,-185.12,192.06,28.94,268.32,5.44,233.75,337.23,302.74,1,10,6
-21.75,17.39,-16.96,-17.02,-27.81,-0.13,32.61,-171.05,176.12,4.46,245.56,5.19,225.41,335.62,298.88,1,10,6
-19.88,12.31,-22.69,-22.94,-23.03,-2.22,32.58,-176.83,183.91,10.39,255.34,5.05,233.49,335.42,301.44,1,10,6
-20.52,13.57,-21.15,-21.37,-24.35,-1.83,32.45,-185.55,173.77,9.56,254.4,5.14,230.43,330.41,297.09,1,10,6
-21.5,10.68,-21.39,-21.83,-23.16,-4.61,32.15,-200.41,155.88,19.85,254.67,5.04,229.19,321.68,290.85,1,10,6
-27.77,12.34,-16.35,-17.03,-28.94,-7.94,34.51,-210.94,156.81,38.51,265.65,4.46,247.14,321.67,296.83,1,10,6
-29.44,8.77,-17.03,-18.01,-27.82,-11.64,35.12,-211.68,175.45,47.93,279.09,3.86,272.94,333.28,313.17,1,10,6
-31.31,11.7,-14.31,-15.22,-31.16,-10.92,36.36,-231.73,172.1,64.35,295.73,4.24,269.15,334.3,312.59,1,10,6
-29.75,14.42,-19,-19.65,-31.8,-7.49,38.13,-217.92,170.28,53.41,281.67,4.32,266.71,358.32,327.78,1,10,6
-28.64,12.99,-0.35,-1.09,-30.03,-9.29,31.45,-208.07,187.81,20.86,281.07,5.4,397.52,409.43,405.46,1,10,6
-18.6,12.6,19.54,19.25,-22.27,-4.5,29.78,-202.1,204.39,29.91,288.99,5.88,552.7,469.51,497.24,1,10,6
-24.78,14.42,21.55,21.03,-28.09,-7.4,35.86,-206.77,210.96,40.23,298.12,5.63,615.87,481.96,526.6,1,10,6
-33.14,2.49,20.26,18.6,-26.4,-21.72,38.92,-229.92,199.71,-7.52,304.64,5.77,539.72,456.06,483.95,1,10,6
-24.58,41.18,21.66,22.73,-45.74,12.64,52.62,-250.26,150.86,-33.6,294.14,5.89,341.52,521.57,461.55,1,10,6
-18.69,24.31,27.07,27.44,-30.12,3.57,40.9,-254.02,229.22,-84.52,352.43,5.97,474.92,447,456.31,1,10,6
-11,22.62,20.53,21.22,-23.26,7.92,32.46,-261.2,243.48,-115.96,375.44,6.69,430.16,439.81,436.59,1,10,6
-16.88,29.8,10.64,11.48,-32.43,10.15,35.86,-248.39,223.16,-76.75,342.62,5.88,466.59,442.96,450.84,1,10,6
-18.99,18.02,-19.37,-19.24,-26.16,2.36,32.56,-219.45,226.09,-30.17,316.52,4.74,649.15,419.71,496.19,1,10,6
-18.13,20.02,-4.58,-4.34,-26.86,3.25,27.4,-216.15,251.72,-69.7,339.03,5.43,754.2,431.32,538.95,1,10,6
-16.34,15.12,-18.1,-18.01,-22.25,1.85,28.69,-264.13,262.01,-149.39,400.91,5.7,723.55,509.61,580.92,1,10,6
-9.67,27.24,-17.72,-16.56,-25.34,15.27,33.9,-240.82,188.99,-61.69,312.28,5.99,538.79,392.19,441.05,1,10,6
-11.5,26.73,-19.72,-18.69,-26.36,13.83,35.15,-226.35,153.11,-2.45,273.28,5,416.51,344.35,368.4,1,10,6
-14.4,21,-21.24,-20.7,-24.72,7.76,33.16,-217.38,157.36,29.54,269.97,4.26,382.11,337.47,352.35,1,10,6
-12.62,25.24,-18.42,-17.54,-26.21,11.88,33.7,-214.16,156.52,36.03,267.69,4.26,346.27,349.81,348.63,1,10,6
-15.65,22.68,-17.92,-17.35,-26.76,7.92,32.86,-219.42,138.47,16.07,259.96,4.34,265.88,377.19,340.08,1,10,6
-13.34,21.3,-20.07,-19.45,-24.13,8.6,32.16,-209.57,148.33,34.8,259.1,4.44,232.81,338.43,303.23,1,10,6
-13.39,20.44,-20.61,-20.05,-23.59,7.96,31.97,-239.1,147.44,53.02,285.86,4.64,245.38,366.41,326.07,1,10,6
-14.06,17.31,-18.25,-17.91,-22.01,5.01,28.81,-239.27,154.88,45.45,288.62,4.9,253.35,370.56,331.49,1,10,6
-13.71,20.65,-16.3,-15.75,-23.97,7.57,29.67,-239.91,158.71,47.52,291.56,4.82,264.48,378.31,340.37,1,10,6
-14.39,20.43,-16.92,-16.42,-24.33,7,30.18,-241.1,156.99,46.05,291.37,4.72,275.25,389.79,351.61,1,10,6
-16.32,20.03,-15.21,-14.84,-25.51,5.29,29.98,-224.3,157.44,22.26,274.94,5,274.5,394.48,354.49,1,10,6
-14.96,17.7,-12.46,-12.17,-22.94,4.25,26.32,-213.03,159.9,20.37,267.14,5.25,273.88,428.92,377.24,1,10,6
-14.28,14.98,-8.49,-8.33,-20.62,2.36,22.37,-201.7,171.64,-8.32,264.97,5.99,266.96,426.22,373.13,1,10,6
-18.17,15.84,-12.9,-12.88,-24.1,0.77,27.34,-193.22,176.79,-12.13,262.17,5.79,268.18,420.87,369.97,1,10,6
-17.48,16.91,-17.82,-17.68,-24.3,2.4,30.15,-193.73,178.42,2.4,263.39,5.29,287.45,417.95,374.45,1,10,6
-20.12,15.71,-13.5,-13.59,-25.48,-0.58,28.88,-203.35,179.8,7.04,271.53,5.17,305.01,415.75,378.84,1,10,6
-19.04,14.26,-15.35,-15.46,-23.7,-0.79,28.31,-214.44,181.52,-0.15,280.95,5.5,297.46,420.65,379.59,1,10,6
-14.14,11.6,-14.02,-14.03,-18.28,0.37,23.05,-217.86,186.43,13.85,287.08,5.94,274.89,442.5,386.63,1,10,6
-13.33,9.47,-13.36,-13.46,-16.26,-0.74,21.12,-216.98,199.8,6.42,295.02,6.44,269.67,449.59,389.62,1,10,6
-17.75,12.64,-15.73,-15.87,-21.67,-1.12,26.88,-219.73,186.17,5.19,288.04,5.84,285.56,449.5,394.85,1,10,6
-17.35,13.23,-15.55,-15.63,-21.76,-0.43,26.8,-218.55,171.1,2.98,277.57,5.3,290.64,439.39,389.81,1,10,6
-15.27,16.74,-13.15,-12.93,-22.53,3.37,26.2,-220.91,165.18,-10.41,276.03,5.61,281.41,420.91,374.41,1,10,6
-13.04,17.31,-11.74,-11.37,-21.25,5.16,24.65,-232.45,163.66,-17.64,284.84,6.16,283.42,418.3,373.34,1,10,6
-11.4,15.74,-11.58,-11.22,-18.98,5.07,22.62,-233.29,171.48,7.79,289.64,5.76,307.59,457.34,407.42,1,10,6
-18.86,12.29,-2.51,-2.76,-22.26,-3.15,22.65,-198.85,179.18,-54.14,273.09,5.89,282.66,430.04,380.91,1,10,6
-11.36,12.16,-9.45,-9.3,-16.57,2.26,19.14,-206.6,170.04,-33.44,269.65,5.98,278.87,421.09,373.69,1,10,6
-9.54,16.15,-10.7,-10.22,-17.86,6.54,21.59,-223.17,172.57,13.15,282.42,5.49,304.74,417.26,379.75,1,10,6
-15.85,16.11,-16.35,-16.19,-22.55,2.77,27.89,-221.63,174.56,22.61,283.02,5.37,315.48,410.29,378.69,1,10,6
-18.03,16.09,-13.55,-13.51,-24.16,1.09,27.7,-202.14,176.44,-0.41,268.31,5.77,302.52,410.86,374.75,1,10,6
-24.77,6.19,-15.74,-16.62,-22.62,-10.57,29.99,-174.8,229.45,-10.63,288.64,4.91,326.92,425.31,392.51,1,10,6
-22.09,6.76,-16.34,-17.04,-20.99,-8.33,28.29,-185.33,260.8,13.25,320.22,5.7,319.32,457.4,411.37,1,10,6
-19.82,5.18,-20.7,-21.37,-18.26,-7.66,29.13,-195.38,260.67,-6.92,325.84,6.11,303.94,499.32,434.19,1,10,6
-16.53,11.35,-18.21,-18.35,-19.9,-1.07,27.09,-205.82,231.82,-8.78,310.12,6.05,274.75,487.37,416.49,1,10,6
-12.94,15.45,-19.72,-19.43,-19.94,4.48,28.2,-222.84,196.83,3.91,297.35,5.58,260.66,437.98,378.87,1,10,6
-11.43,16.77,-19,-18.56,-19.69,6.4,27.8,-239.08,175.88,3.71,296.83,5,276.11,413.21,367.51,1,10,6
-11.74,17.13,-18.01,-17.56,-20.16,6.38,27.49,-236.92,167.48,16.38,290.6,5.05,283.27,433.42,383.37,1,10,6
-9.55,16.99,-12.33,-11.8,-18.43,7.29,23.07,-223.04,163,-7.74,276.36,5.48,301.95,467.3,412.19,1,10,6
-10.98,16.25,-9.54,-9.13,-19,5.57,21.81,-227.91,162.31,-26.41,281.04,5.7,322.87,490.48,434.61,1,10,6
-10.88,14.98,-10.64,-10.3,-18.08,4.78,21.35,-231.57,170.76,-7.42,287.82,5.78,318.49,481.3,427.03,1,10,6
-11.92,19.18,-13.99,-13.45,-21.65,7.48,26.56,-236.74,169.89,18.68,291.98,5.65,304.62,449.35,401.11,1,10,6
-11.4,17.28,-11.85,-11.4,-20.01,6.24,23.86,-243.83,149.33,12.8,286.21,5.42,301.79,435.01,390.6,1,10,0
-11.03,13.03,-9.34,-9.13,-16.9,3.12,19.46,-231.42,133.77,-8.55,267.43,5.61,296.99,469.03,411.68,1,10,0
-10.76,10.87,-9.53,-9.43,-15.27,1.71,18.03,-244.46,141.55,6.17,282.55,5.94,305.62,477.79,420.4,1,10,0
-11.01,11.91,-7.22,-7.07,-16.15,2.14,17.76,-247.72,149.92,10.26,289.74,5.85,321.09,486.75,431.53,1,10,0
-12.45,13.86,-7.13,-6.95,-18.52,2.63,19.95,-238.31,159.81,8.6,287.06,5.78,308.64,446.3,400.41,1,10,0
-15.15,16.71,-10.54,-10.32,-22.42,3.23,24.9,-236.27,161.17,12.61,286.29,5.39,304.88,409.17,374.41,1,10,0
-16.91,18.18,-13.52,-13.3,-24.72,3.4,28.27,-247.36,152.32,19.14,291.12,4.66,335.1,421.75,392.87,1,10,0
-19.19,17.52,-11.87,-11.81,-25.98,1.26,28.57,-248.34,151.36,13.52,291.15,4.6,345.81,428.13,400.69,1,10,0
-17.72,15.73,-11.73,-11.7,-23.69,0.89,26.43,-242.26,147.88,-0.32,283.83,4.75,320.54,438.02,398.86,1,10,0
-14.26,13.68,-13.81,-13.71,-19.74,1.82,24.11,-226.14,160.88,13.11,277.84,4.97,299.19,436.21,390.54,1,10,0
-17.73,15.5,-12.4,-12.38,-23.55,0.76,26.61,-212.43,180.67,-12.31,279.15,4.87,332.48,469.96,424.13,1,10,0
-17.49,14.16,-10.67,-10.72,-22.48,-0.21,24.91,-207.14,203.34,-66.63,297.82,5.1,445.52,501.31,482.71,1,10,0
-18.84,14.93,-11.02,-11.09,-24,-0.49,26.44,-211.23,220.03,-106.44,323.05,5.64,587.8,503.25,531.43,1,10,0
-13.15,14.49,-10.44,-10.25,-19.46,2.9,22.18,-224.78,217.01,-125.4,336.67,5.28,655.48,524.75,568.33,1,10,0
-13.1,18.67,-12.1,-11.65,-22.19,6.17,25.82,-240.59,226.52,-108.8,347.9,5.54,644.41,522.31,563.01,1,10,0
-13.59,19.6,-17.62,-17.13,-23.18,6.96,29.65,-219.85,236.12,-40.38,325.14,5.27,587.49,435.22,485.98,1,10,0
-15.53,17.51,-17.64,-17.37,-23.24,4.13,29.31,-209.81,208.01,-18.74,296.04,5.42,436.75,412.02,420.26,1,10,0
-10.37,20.92,-17.43,-16.7,-21.65,10.07,29.14,-220.37,169,-30.23,279.35,5.55,336.34,455.19,415.57,1,10,0
-10.34,11.91,-20.61,-20.39,-15.64,3.62,25.95,-223.98,158.61,-19.64,275.15,5.22,343.65,487.39,439.47,1,10,0
-11.89,11.02,-18.98,-18.9,-16.21,1.81,24.96,-208.79,169.91,6.31,269.26,5.09,302.94,482.68,422.77,1,10,0
-16.79,13.87,-23.27,-23.27,-21.76,1.01,31.87,-237.08,177.02,23.66,296.82,4.59,328.87,420.95,390.26,1,10,0
5.29,-2.06,47.62,47.94,-0.44,1.12,47.96,-34.16,-14.21,-0.13,36.99,0.4,1431.4,2024.62,1826.88,1,11,0
5.1,-2.97,47.68,48.03,0.47,1.34,48.05,-45.59,-17.36,-2.26,48.83,0.48,1227.72,1764.33,1585.46,1,11,0
4.32,-2.58,47.86,48.12,0.45,0.45,48.13,-47.4,-7.16,-4.44,48.14,0.51,1137.43,1659.88,1485.73,1,11,0
5.16,-2.51,47.77,48.1,0.03,1.18,48.11,-41.34,10.6,-5.22,42.99,0.47,1271.86,1864.58,1667,1,11,0
4.55,-3.21,47.91,48.21,0.91,0.93,48.23,-42.49,9.96,-3.14,43.75,0.38,1561.15,2278.34,2039.28,1,11,0
3.72,-3.14,47.98,48.22,1.21,0.15,48.23,-31.29,9.85,-1.9,32.86,0.37,1615.92,2323.61,2087.72,1,11,0
3.76,-3.93,48.09,48.36,1.91,0.51,48.4,-26.93,11.38,-16.4,33.52,0.42,1456.27,2056.37,1856.34,1,11,0
3.83,-3.39,48.14,48.39,1.39,0.34,48.41,-16.22,13.49,-25.35,32.98,0.37,1597.17,2280.77,2052.9,1,11,0
4.08,-3.5,48.04,48.32,1.39,0.62,48.35,-8.74,14.25,-20.79,26.68,0.32,1749.03,2492.05,2244.38,1,11,0
3.78,-3.74,48.15,48.41,1.74,0.44,48.44,-10.37,15.88,-15.15,24.27,0.38,1553.18,2145.88,1948.31,1,11,0
4.01,-3.45,48.02,48.29,1.37,0.54,48.31,12.16,23.35,-18.29,32.06,0.34,1719.43,2488.96,2232.45,1,11,0
3.93,-4.42,48.26,48.56,2.28,0.86,48.62,1.81,7.99,-15.62,17.64,0.31,1980.47,2836.69,2551.28,1,11,0
4.02,-4.05,48.09,48.38,1.9,0.8,48.43,-12.38,14.68,-21.87,29.11,0.3,2016.23,2927.16,2623.51,1,11,0
4.44,-4.1,48.09,48.42,1.77,1.2,48.47,-11.59,19.79,-18.37,29.39,0.33,1829.01,2669.74,2389.5,1,11,0
4.47,-5.01,48.05,48.42,2.58,1.62,48.52,-13.25,20.44,-15.78,29.03,0.34,1751.67,2563.54,2292.92,1,11,0
4.87,-3.61,48.28,48.62,1.14,1.35,48.66,-29.92,25.88,-26.98,47.88,0.32,1881.26,2832.26,2515.26,1,11,0
4.81,-3.87,48.42,48.78,1.4,1.4,48.82,-24.99,11.26,-17.16,32.34,0.36,1687.36,2607.52,2300.8,1,11,0
5.06,-3.69,48.39,48.76,1.13,1.55,48.8,-21.54,16.73,-14.31,30.8,0.4,1571.82,2437.77,2149.12,1,11,0
4.7,-3.76,48.59,48.92,1.35,1.23,48.96,-26.91,24.38,-17.77,40.43,0.38,1719.64,2606.57,2310.93,1,11,0
4.38,-3.09,48.45,48.73,0.89,0.67,48.75,-23.04,30.02,-12.7,39.92,0.39,1740.15,2577.84,2298.61,1,11,0
4.64,-3.85,48,48.34,1.46,1.28,48.38,-19.59,36.62,-7.06,42.13,0.4,1673.93,2423.5,2173.64,1,11,4
4.19,-3.64,47.89,48.18,1.46,0.8,48.21,-33.63,41.17,-14.62,55.13,0.37,1827.71,2601.6,2343.64,1,11,4
4.21,-3.58,48.41,48.7,1.4,0.74,48.72,-41.48,30.2,-18.04,54.38,0.33,1986.96,2835.9,2552.92,1,11,4
4.63,-3.35,48.18,48.49,1.01,1.04,48.52,-50.99,23.21,-16.96,58.53,0.38,1794.17,2548.85,2297.29,1,11,4
5.32,-2.26,48.48,48.81,-0.27,1.15,48.82,-60.1,15.41,-19.62,65.08,0.42,1674.91,2257.41,2063.24,1,11,4
4.33,-2.85,48.88,49.14,0.69,0.49,49.15,-55.76,-2.77,-19.39,59.1,0.41,1680.42,2249.01,2059.48,1,11,4
5.03,-2.45,49.17,49.48,0.03,0.91,49.48,-37.05,-15.39,-19.74,44.72,0.38,1771.31,2479.79,2243.63,1,11,4
4.57,-2.39,49.23,49.49,0.17,0.47,49.49,-28.82,-7.11,-25.03,38.83,0.36,1846.84,2637.1,2373.68,1,11,4
5.65,-3.34,48.81,49.21,0.56,1.89,49.25,-66.86,-5.41,-19.23,69.78,0.41,1670.48,2388.96,2149.47,1,11,4
6.81,-2.66,50.28,50.75,-0.56,2.5,50.81,-95.59,11.91,-28.99,100.6,0.38,1684.87,2268.08,2073.68,1,11,4
6.37,-0.93,51.74,52.09,-1.92,1.22,52.14,-48.95,-27.72,-48.67,74.38,0.4,1502.59,2008.95,1840.16,1,11,4
5.26,-0.54,51.92,52.16,-1.79,0.04,52.19,-20.09,-73.39,-61.71,97.97,0.43,1301.14,1845.38,1663.97,1,11,4
4.33,1.51,52.17,52.24,-3.23,-1.71,52.37,-25.87,-96.59,-67.29,120.52,0.43,1290.65,1902.81,1698.76,1,11,4
5.03,2.3,51.63,51.74,-4.25,-1.36,51.93,-8.03,-108.68,-66.89,127.87,0.41,1354.81,1944.17,1747.72,1,11,4
5.02,0.71,51.68,51.85,-2.81,-0.69,51.93,-1.76,-78.24,-36.6,86.4,0.52,1117.13,1608.88,1444.96,1,11,6
4.1,2.22,51.46,51.49,-3.77,-2.14,51.67,12.5,-6.37,2.1,14.19,1.04,597.9,880.87,786.54,1,11,6
2.68,4.02,50.1,49.94,-4.79,-4.07,50.33,-1.05,20.78,11.33,23.69,2.64,287.3,483.01,417.77,1,11,6
3.81,3.14,47.08,47.07,-4.48,-2.39,47.34,-14.61,3.39,-1.09,15.03,3.55,216.47,434.84,362.05,1,11,6
6.13,3.72,47.78,47.93,-6.01,-0.62,48.31,-8.91,-25.36,-3.71,27.13,3.61,220.03,466.47,384.32,1,11,6
5.38,3.01,47.12,47.24,-5.04,-0.93,47.52,2.24,-46.29,13.06,48.15,4.14,197.17,427.56,350.76,1,11,6
5.31,1.63,45.97,46.15,-3.77,-0.29,46.3,4.85,-62.42,8.69,63.21,4.62,186.09,402.16,330.14,1,11,6
7.36,1.76,45.05,45.4,-4.78,1.59,45.68,-0.92,-56.54,7.12,56.99,5.05,188.18,412.69,337.85,1,11,6
6.8,0.78,44.24,44.59,-3.65,1.58,44.77,-14.58,-52.84,7.22,55.29,5,192.08,409.39,336.95,1,11,6
10.72,1.3,44.88,45.54,-5.81,4.81,46.16,-18.34,-40.23,1.3,44.24,5.04,184.26,395.95,325.38,1,11,6
8.9,2.02,46.04,46.51,-5.68,2.76,46.94,-11.7,-32.32,-6.32,34.95,5.2,176.67,402.83,327.45,1,11,6
9.66,0.45,44.98,45.58,-4.59,4.23,46.01,-12.1,-49.71,-8.39,51.84,4.96,185.45,429.06,347.85,1,11,6
5.51,-1.2,46.27,46.58,-1.3,1.08,46.61,-22.38,-48.46,-18.97,56.64,4.59,184.3,409.47,334.41,1,11,6
3.11,-0.96,47.59,47.68,-0.49,-1.29,47.7,-8.37,-50.12,-17.86,53.87,4.27,187.94,405.71,333.12,1,11,6
6.54,0.19,47.07,47.41,-3,1.34,47.52,4.43,-56.37,-15.53,58.64,3.87,194.41,417.77,343.32,1,11,6
